batch,idx,sample_path,ja_value,ns,occurrences,proposed_ko
08,1,pages.marketingIntel.marketingIntel.tabs.overviewDesc,主要指標を一目で確認,pages,1,
08,2,pages.marketingIntel.attrData.expectedBlendRoas,予想ブレンドROAS,pages,1,
08,3,pages.marketingIntel.campaignMgr.noBudgetAlerts,予算アラート未設定,pages,1,
08,4,pages.marketingIntel.campaignMgr.budgetAlertTitle,予算アラート設定,pages,1,
08,5,pages.marketingIntel.campaignMgr.budgetAlertDesc,予算消化率アラートを管理,pages,1,
08,6,pages.marketingIntel.attrData.budgetAdjust,予算配分スライダー,pages,1,
08,7,pages.marketingIntel.helpful,人が参考になった,pages,1,
08,8,pages.marketingIntel.campaignMgr.todayNote,今日のメモ,pages,1,
08,9,pages.marketingIntel.attrData.autoRefl,件がアトリビューションに自動反映,pages,1,
08,10,pages.marketingIntel.pricingDetail.free_headline,体験プラン,pages,1,
08,11,pages.marketingIntel.pricingDetail.free_l3,保存/ダウンロード不可,pages,1,
08,12,pages.marketingIntel.omniChannel.btnSaveSync,保存して同期,pages,1,
08,13,pages.marketingIntel.marketingIntel.pricing.savingDesc,個別ソリューション導入時の年間推定コスト ,pages,1,
08,14,pages.marketingIntel.pricingDetail.ent_s8i3,優先サポートSLA,pages,1,
08,15,pages.marketingIntel.allAccounts,全アカウント,pages,1,
08,16,pages.marketingIntel.pricingDetail.ent_s6i1,全インフルエンサーDB・キャンペーン実行・精算,pages,1,
08,17,pages.marketingIntel.influencer.totalCreators,全クリエイター,pages,1,
08,18,pages.marketingIntel.cmpVal.conv_path_all,全コンバージョンパス,pages,1,
08,19,pages.marketingIntel.allTeams,全チーム,pages,1,
08,20,pages.marketingIntel.dashGuide.feat2Desc,全モジュールの主要指標がダッシュボードに自動集計されます。,pages,1,
08,21,pages.marketingIntel.pricingDetail.ent_s5i2,全リアルタイム同期ログ,pages,1,
08,22,pages.marketingIntel.pricingDetail.ent_s2i3,全レビューモニタリング,pages,1,
08,23,pages.marketingIntel.pricingDetail.ent_s1i4,全ロールバック履歴表示,pages,1,
08,24,pages.marketingIntel.marketingIntel.pricing.btnViewAll,全機能を見る ▼,pages,1,
08,25,pages.marketingIntel.pricingDetail.ent_headline,全機能無制限プラン,pages,1,
08,26,pages.marketingIntel.dashGuide.feat6Desc,全画面がモバイル・タブレットに最適化されています。,pages,1,
08,27,pages.marketingIntel.pricingDetail.ent_s7i3,全監査ログ・CSVエクスポート,pages,1,
08,28,pages.marketingIntel.dashGuide.feat1Desc,全連携チャネルのデータがリアルタイムで同期されます。,pages,1,
08,29,pages.marketingIntel.influencer.attrData.guideShapleyDesc,公平な貢献度,pages,1,
08,30,pages.marketingIntel.omniChannel.statusShipPending,出荷待ち,pages,1,
08,31,pages.marketingIntel.pricingDetail.growth_s5,分析＆パフォーマンス,pages,1,
08,32,pages.marketingIntel.pricingDetail.free_s2i2,動画チュートリアル,pages,1,
