batch,idx,sample_path,ja_value,ns,occurrences,proposed_ko
09,1,ruleEnginePage.gNav.aiRuleEngine,AIルールエンジン,ruleEnginePage,1,
09,2,ruleEnginePage.marketing.abPageTitle,AI予算配分エンジン,ruleEnginePage,1,
09,3,ruleEnginePage.marketing.abGuideTitle,AI予算配分ガイド,ruleEnginePage,1,
09,4,ruleEnginePage.gNav.aiRecommend,AI即時レコメンド,ruleEnginePage,1,
09,5,ruleEnginePage.operations.ai_emptyTitle,AI広告デザインを作成しましょう,ruleEnginePage,1,
09,6,ruleEnginePage.operations.tabCreativeDesc,AI広告デザイン・画像生成・アップロード,ruleEnginePage,1,
09,7,ruleEnginePage.operations.ai_createDesign,AI広告デザイン作成,ruleEnginePage,1,
09,8,ruleEnginePage.marketing.creativeAutoSync,AI広告素材カテゴリ → キャンペーン設定自動連携,ruleEnginePage,1,
09,9,ruleEnginePage.marketing.gf8Title,AI戦略シミュレーション,ruleEnginePage,1,
09,10,ruleEnginePage.marketing.alertSimulateError,AI戦略シミュレーションに失敗しました。もう一度お試しください。,ruleEnginePage,1,
09,11,ruleEnginePage.marketing.aiRecommendBadge,AI推奨チャネル自動選択 · 変更可能,ruleEnginePage,1,
09,12,ruleEnginePage.marketing.connStatusNeed,APIキーが必要,ruleEnginePage,1,
09,13,ruleEnginePage.marketing.connSalesHint,APIキーが未連動のチャネルがあります。連動ハブでAPIキーを登録すると自動的に有効化されます。,ruleEnginePage,1,
09,14,ruleEnginePage.marketing.gf2Title,APIチャネル接続,ruleEnginePage,1,
09,15,ruleEnginePage.gNav.amazonRisk,Amazonリスク,ruleEnginePage,1,
09,16,ruleEnginePage.guideStep7Desc,B2Bタブで大量注文を別途管理します。,ruleEnginePage,1,
09,17,ruleEnginePage.wms.guideTabBdlDesc,BOMで商品キットを作成し、構成品在庫を追跡し、バンドル組立/出荷を管理します。,ruleEnginePage,1,
09,18,ruleEnginePage.wms.guideStep12Desc,BOM（部品表）で商品バンドルを作成します。構成品の在庫を追跡し、バンドルセットを組立/出荷します。,ruleEnginePage,1,
09,19,ruleEnginePage.marketing.abGuideTip4,Blended ROASが200%以上なら全体収益性は良好です。,ruleEnginePage,1,
09,20,ruleEnginePage.marketing.abGuideTip3,CAC変動率がマイナスなら顧客獲得効率が改善されています。,ruleEnginePage,1,
09,21,ruleEnginePage.carrierCJ,CJ ロジスティクス,ruleEnginePage,1,
09,22,ruleEnginePage.crmViewBtn,CRMへ移動,ruleEnginePage,1,
09,23,ruleEnginePage.crmSyncFailMsg,CRM同期に失敗しました。,ruleEnginePage,1,
09,24,ruleEnginePage.gNav.dbSchema,DBスキーマ,ruleEnginePage,1,
09,25,ruleEnginePage.intlDdpDesc,DDP:販売者が関税を負担します。,ruleEnginePage,1,
09,26,ruleEnginePage.intlDduDesc,DDU:購入者が関税を負担します。,ruleEnginePage,1,
09,27,ruleEnginePage.wms.ioBulkInfo,Excel(.xlsx)またはCSVファイルをアップロードして入出庫記録を一括登録します。サンプルファイルをダウンロードして書式を確認してください。,ruleEnginePage,1,
09,28,ruleEnginePage.wms.bulkXlsxError,Excelファイルの解析に失敗しました。書式を確認してください。,ruleEnginePage,1,
09,29,ruleEnginePage.gNav.emailMarketing,Eメールマーケティング,ruleEnginePage,1,
09,30,ruleEnginePage.wms.guideTabInvcDesc,INCOTERMS、HSコード、為替レートで税関用コマーシャルインボイスを生成します。,ruleEnginePage,1,
09,31,ruleEnginePage.marketing.ch_instagram,Instagramショッピング,ruleEnginePage,1,
09,32,ruleEnginePage.marketing.guideTabOverviewDesc,KPIカードとデュアル軸トレンドチャートで全体の広告パフォーマンスを把握します。,ruleEnginePage,1,
09,33,ruleEnginePage.dash.KRChannel,KRチャネル,ruleEnginePage,1,
09,34,ruleEnginePage.marketing.csTypeMessageDesc,KakaoTalk·LINEテンプレート,ruleEnginePage,1,
09,35,ruleEnginePage.marketing.abStep3,LTVモデル適用中...,ruleEnginePage,1,
09,36,ruleEnginePage.marketing.abReasonMeta,MetaのLTV予測により配分,ruleEnginePage,1,
09,37,ruleEnginePage.marketing.ch_meta,Meta（Facebook・Instagram）,ruleEnginePage,1,
09,38,ruleEnginePage.marketing.sc_naver_smart,Naverスマートストア,ruleEnginePage,1,
09,39,ruleEnginePage.marketing.bgGuideStep5Desc,P&Lタブで売上からCOGS、粗利、広告費、プラットフォーム手数料、営業利益までウォーターフォール分析を提供します。,ruleEnginePage,1,
09,40,ruleEnginePage.marketing.abStep1,ROAS・CACデータ分析中...,ruleEnginePage,1,
09,41,ruleEnginePage.marketing.aiHubDesc2,ROI基盤の即時実行可能な推奨,ruleEnginePage,1,
09,42,ruleEnginePage.wms.ioSkuRequired,SKUと数量は必須です。,ruleEnginePage,1,
