batch,idx,sample_path,ja_value,ns,occurrences,proposed_ko
02,1,crm.aiHub.crm.email.lblSmtpUser,SMTPユーザー,crm,1,
02,2,crm.email.conn.dwFeatureSpectrum,Spectrum外部テーブル,crm,1,
02,3,crm.email.dt.tiktokDesc,TikTok Shop + TikTok Adsコンバージョン＆購入追跡,crm,1,
02,4,crm.aiHub.catalogSync.dt.guideRoleTrustScore,Trust Scoreはリアルタイムデータ比率、ピクセル接続数に基づいて自動計算されます（最大100点）。,crm,1,
02,5,crm.email.ds.pipeUgcCrawl,UGCコンテンツ収集,crm,1,
02,6,crm.aiHub.dashGuide.tip5,URLに?view=tabIDを追加すると特定タブに直接移動できます。,crm,1,
02,7,crm.aiHub.webPopup.linkCopy,URLコピー,crm,1,
02,8,crm.aiHub.crm.aiSegVip,VIPアップセル候補,crm,1,
02,9,crm.aiHub.journey.triggerTypes.webhook_trigger,Webhookトリガー,crm,1,
02,10,crm.aiHub.guideNodeWhatsapp,WhatsAppメッセージを送信。事前承認済みテンプレートを使用します。,crm,1,
02,11,crm.aiHub.journey.guideNodeWhatsapp,WhatsAppメッセージを送信します。,crm,1,
02,12,crm.email.ds.pipeAnomalyAlertDesc,anomaly_score > 70 → Slack + インアプリ,crm,1,
02,13,crm.aiHub.catalogSync.channelsSelected,{{n}}チャネル選択済み,crm,1,
02,14,crm.email.catalogSync.csvImportDone,{{n}}件の商品をCSVからインポートしました,crm,1,
02,15,crm.email.catalogSync.csvExportDone,{{n}}件の商品をCSVにエクスポートしました,crm,1,
02,16,crm.email.catalogSync.excelImportDone,{{n}}件の商品をExcelから一括登録しました,crm,1,
02,17,crm.email.catalogSync.excelExportDone,{{n}}件の商品をExcelにエクスポートしました,crm,1,
02,18,crm.email.catalogSync.importSuccess,{{n}}件の商品を正常にインポートしました。,crm,1,
02,19,crm.email.catalogSync.productsUnregister,{{n}}件の商品を解除,crm,1,
02,20,crm.aiHub.catalogSync.priceEditApply,{{n}}商品の価格適用,crm,1,
02,21,crm.aiHub.catalogSync.registerRunMsg,{{n}}商品の登録実行,crm,1,
02,22,crm.aiHub.catalogSync.securityBannerMsg,{{type}}攻撃がブロックされました。（累計{{count}}回）,crm,1,
02,23,crm.email.catalogSync.manualPriceNoteDesc,· 黄色表示は手動入力された価格です。,crm,1,
02,24,crm.aiHub.catalogSync.pnl.noDataNote,※ 連携ハブでAPIキーを登録すると実データが自動反映されます。,crm,1,
02,25,crm.aiHub.journey.backToList,← 一覧に戻る,crm,1,
02,26,crm.email.catalogSync.backBtn,← 戻る,crm,1,
02,27,crm.email.alertAuto.scheduleConfig,⏰ スケジュール,crm,1,
02,28,crm.email.catalogSync.scheduleTitle,⏰ 同期スケジュール,crm,1,
02,29,crm.aiHub.catalogSync.alertScheduleSaved,⏰ 同期スケジュール保存: {{freq}} {{time}},crm,1,
02,30,crm.email.aiPolicy.configTitle,⚙ AIガードレール設定,crm,1,
