batch,idx,sample_path,ja_value,ns,occurrences,proposed_ko
06,1,crm.aiHub.journey.emailSenderPh,送信者名を入力,crm,1,
06,2,crm.email.ds.fCurrency,通貨コード,crm,1,
06,3,crm.aiHub.dashGuide.step6Title,通貨・言語変更,crm,1,
06,4,crm.aiHub.catalogSync.settlements.guideRoleSync,連動ハブでAPI登録されたチャネルは自動追加されます。,crm,1,
06,5,crm.email.dt.saveIntegration,連携を保存,crm,1,
06,6,crm.aiHub.catalogSync.devHub.connectedApis,連携チャネルAPI,crm,1,
06,7,crm.aiHub.catalogSync.caseStudy.noChannelsTitle,連携チャネルがありません,crm,1,
06,8,crm.aiHub.catalogSync.caseStudy.connectedChannelsDesc,連携ハブでAPIキーが登録されたチャネルが自動表示されます。各チャネルのプラットフォーム手数料も確認できます。,crm,1,
06,9,crm.aiHub.catalogSync.caseStudy.noChannelsDesc,連携ハブでAPIキーを登録すると、チャネルが自動的に表示されます。,crm,1,
06,10,crm.aiHub.catalogSync.devHub.goIntegrationHub,連携ハブでAPIキーを管理,crm,1,
06,11,crm.aiHub.journey.channelNotConnected,連携ハブでチャネルを接続してください,crm,1,
06,12,crm.aiHub.catalogSync.contentCal.noChannelDataSub,連携ハブでチャネルを接続するとAI分析が自動的に有効になります。,crm,1,
06,13,crm.email.mr.pfEmptyDesc,連携ハブでチャネルを接続すると自動登録されます,crm,1,
06,14,crm.aiHub.catalogSync.pnl.channelBreakdownDesc,連携ハブに登録されたチャネルの手数料率が自動反映されます。,crm,1,
06,15,crm.aiHub.catalogSync.ihub.efGuide1,連携後にイベントが表示されます。,crm,1,
06,16,crm.aiHub.omniChannel.integSuccess,連携成功：商品{{products}}件、注文{{orders}}件を収集,crm,1,
06,17,crm.email.dt.pixelBridgeDesc,連携設定とAPIキー管理は連携ハブで一元管理されています,crm,1,
06,18,crm.email.dt.auditDesc,連携設定の変更とシステムイベントの記録を追跡します,crm,1,
06,19,crm.email.dt.auditEmptyDesc,連携設定を変更するとここに記録されます,crm,1,
06,20,crm.email.ds.ruleOverpay,過払い検出,crm,1,
06,21,crm.aiHub.catalogSync.applyChannel,適用チャネル,crm,1,
06,22,crm.email.mr.apvApplied,適用済み,crm,1,
06,23,crm.aiHub.catalogSync.unregisterChannelDesc,選択したチャネルから商品を解除します。,crm,1,
06,24,crm.email.catalogSync.unregisterChannelDesc,選択したチャネルで商品を無効化,crm,1,
06,25,crm.email.catalogSync.registerToChannelDesc,選択したチャネルで販売を登録/有効化,crm,1,
06,26,crm.aiHub.catalogSync.registerToChannelDesc,選択したチャネルに商品を登録します。,crm,1,
06,27,crm.aiHub.catalogSync.dt.qualityEstDesc,部分的に連携されたか間接的に収集されたデータです。制限された精度を持ち、API直接連携で品質向上が可能です。,crm,1,
06,28,crm.aiHub.catalogSync.afterDistribution,配分後の数量,crm,1,
06,29,crm.aiHub.catalogSync.recon.notArray,配列形式ではありません。,crm,1,
06,30,crm.aiHub.crm.email.guideAnalyticsDesc,開封率・クリック率の分析,crm,1,
06,31,crm.aiHub.sms.providerCoolDesc,開発者フレンドリーAPI,crm,1,
06,32,crm.aiHub.catalogSync.sms.providerCoolDesc,開発者向けAPI,crm,1,
06,33,crm.aiHub.hvlsDesc,閲覧200K+·注文<50 — コンテンツ最適化またはLP改善必要,crm,1,
06,34,crm.aiHub.catalogSync.ds.tabAlertsDesc,閾値アラートルール,crm,1,
06,35,crm.email.aiPolicy.cfgApprovalDesc,閾値超のAI変更に事前承認を要求,crm,1,
06,36,crm.aiHub.webPopup.limitedOffer,限定オファー,crm,1,
06,37,crm.aiHub.journey.triggerTypes.churned,離脱リスク,crm,1,
06,38,crm.aiHub.crm.aiSegChurn,離脱リスク — 1回購入者,crm,1,
06,39,crm.aiHub.catalogSync.caseStudy.industry_electronics,電子・IT,crm,1,
06,40,crm.aiHub.catalogSync.cat_electronics_audio,電子機器 > オーディオ,crm,1,
06,41,crm.aiHub.catalogSync.cat_electronics_camera,電子機器 > カメラ,crm,1,
06,42,crm.aiHub.catalogSync.cat_electronics_input,電子機器 > 入力デバイス,crm,1,
06,43,crm.aiHub.catalogSync.dt.qualityNoneEx2,非アクティブコネクタ,crm,1,
06,44,crm.aiHub.webPopup.triggerInactive,非アクティブ検知,crm,1,
