batch,idx,sample_path,ja_value,ns,occurrences,proposed_ko
01,1,aiPredict.pageTitle,AI予測分析ハブ,aiPredict,1,
01,2,aiPredict.grade.churnRisk,チャーンリスク,aiPredict,1,
01,3,aiRec.searchPh,例：「ビューティのInstagram広告戦略」またはマーケティング目標を入力,aiRec,1,
01,4,attribution.aScore,Aスコア (アトリビューション信頼度),attribution,1,
01,5,attribution.zScore,Zスコア,attribution,1,
01,6,attribution.anomalyDesc,Zスコアを用いたリアルタイムチャネルパフォーマンス監視,attribution,1,
01,7,attribution.modelCompareDesc,レーダーチャートで5つのアトリビューションモデルを比較,attribution,1,
01,8,audit.pnlInfluencer,(-) インフルエンサー,audit,1,
01,9,audit.pnlFees,(-) プラットフォーム料金,audit,1,
01,10,audit.colIpAddress,IP アドレス,audit,1,
01,11,audit.sectionCampaignDesc,ROAS · チャネル別の注文,audit,1,
01,12,audit.noSkuSelected,SKU が選択されていません,audit,1,
01,13,audit.anomalyTitle,⚠ 異常の概要,audit,1,
01,14,audit.tabAll,すべてのログ,audit,1,
01,15,audit.filterByAction,アクションによるフィルター,audit,1,
01,16,audit.action_ACTION_EXECUTED,アクション実行,audit,1,
01,17,audit.action_ALERT_TRIGGERED,アラート発生,audit,1,
01,18,audit.sectionCampaign,キャンペーンのパフォーマンス,audit,1,
01,19,audit.action_KEY_CREATED,キー作成,audit,1,
01,20,audit.action_KEY_REVOKED,キー削除,audit,1,
01,21,audit.sectionCreator,クリエイターのパフォーマンス,audit,1,
01,22,audit.sectionPnlDesc,コスト構造分析,audit,1,
01,23,audit.action_CONNECTOR_SYNCED,コネクタ同期,audit,1,
01,24,audit.securityEvents,セキュリティ イベント,audit,1,
01,25,audit.noChannelSelected,チャンネルが選択されていません,audit,1,
01,26,audit.tabData,データの変更,audit,1,
01,27,audit.action_DATA_EXPORTED,データエクスポート,audit,1,
01,28,audit.colViews,ビュー,audit,1,
01,29,audit.kpiRoas,ブレンド ROAS,audit,1,
01,30,audit.action_POLICY_UPDATED,ポリシー更新,audit,1,
01,31,audit.action_MAPPING_UPDATED,マッピング更新,audit,1,
01,32,audit.uniqueUsers,ユニーク ユーザー,audit,1,
01,33,audit.filterByUser,ユーザーごとにフィルター,audit,1,
01,34,audit.colResource,リソース,audit,1,
01,35,audit.action_REPORT_EXPORTED,レポート出力,audit,1,
01,36,audit.searchLogs,ログを検索…,audit,1,
01,37,audit.action_LOGIN_FAILED,ログイン失敗,audit,1,
01,38,audit.action_LOGIN_SUCCESS,ログイン成功,audit,1,
01,39,audit.action_USER_ROLE_CHANGED,ロール変更,audit,1,
01,40,audit.sectionKpi,主要な KPI の概要,audit,1,
01,41,audit.createdDate,作成されました,audit,1,
01,42,audit.includedSections,含まれるセクション,audit,1,
01,43,audit.sectionSkuDesc,商品別マージン・返品率,audit,1,
01,44,audit.failedAttempts,失敗した試行,audit,1,
01,45,audit.statusFailed,失敗しました,audit,1,
01,46,audit.subtitle,完全なアクティビティ履歴 · セキュリティ監視 · コンプライアンスレポート,audit,1,
01,47,audit.selectToPreview,左側のセクションを選択してプレビューを表示します,audit,1,
01,48,audit.sectionPnl,損益の滝,audit,1,
