batch,idx,sample_path,ja_value,ns,occurrences,proposed_ko
04,1,crm.aiHub.journey.myJourneys,マイジャーニー,crm,1,
04,2,crm.aiHub.webPopup.triggerExitDesc,マウスがビューポートを離脱時,crm,1,
04,3,crm.aiHub.webPopup.settingExitDesc,マウスがビューポート上部を離脱時,crm,1,
04,4,crm.aiHub.catalogSync.webPopup.triggerExitDesc,マウスがブラウザ上部に移動時に表示,crm,1,
04,5,crm.aiHub.webPopup.step2,マウスをブラウザ上部に素早く移動,crm,1,
04,6,crm.aiHub.catalogSync.webPopup.step2,マウスをブラウザ上部の外に移動します。,crm,1,
04,7,crm.aiHub.catalogSync.webPopup.settingExitDesc,マウス離脱検出ポップアップ有効化,crm,1,
04,8,crm.email.catalogSync.deleteMapping,マッピング削除,crm,1,
04,9,crm.email.catalogSync.editMapping,マッピング編集,crm,1,
04,10,crm.email.catalogSync.addMapping,マッピング追加,crm,1,
04,11,crm.aiHub.catalogSync.dt.srcAttributionDesc,マルチタッチアトリビューションデータ,crm,1,
04,12,crm.aiHub.guideIdentDesc,マルチプラットフォーム統合·重複/なりすまし検出·認証管理,crm,1,
04,13,crm.aiHub.dashGuide.feat4Title,マルチ通貨,crm,1,
04,14,crm.aiHub.catalogSync.markupPh,マークアップ率を入力,crm,1,
04,15,crm.aiHub.catalogSync.ds.marketOrders,マーケット注文,crm,1,
04,16,crm.email.ds.marketOrders,マーケット注文/精算,crm,1,
04,17,crm.aiHub.catalogSync.dt.improveStep3,マーケット注文APIを接続してください,crm,1,
04,18,crm.email.ds.pipeMarketFile,マーケット精算ファイル,crm,1,
04,19,crm.aiHub.dashGuide.tabMarketing,マーケティングチャネル別の成果とROIを分析します。,crm,1,
04,20,crm.email.catalogSync.marginPctCol,マージン%,crm,1,
04,21,crm.email.catalogSync.channelPriceAdjustDesc,マージン(%)を調整するとリアルタイムで再計算されます。直接入力で上書きも可能です。,crm,1,
04,22,crm.aiHub.catalogSync.channelPriceAdjustDesc,マージン率を調整するか、直接価格を入力できます。,crm,1,
04,23,crm.aiHub.catalogSync.marginResult,マージン結果,crm,1,
04,24,crm.email.pxl.pixelNamePh,メインショップピクセル,crm,1,
04,25,crm.aiHub.catalogSync.sms.campMsgPh,メッセージ...,crm,1,
04,26,crm.aiHub.sms.tplBodyPh,"メッセージを作成。変数: #{名前}, #{注文番号}",crm,1,
04,27,crm.aiHub.catalogSync.sms.messagePlaceholder,メッセージを入力...,crm,1,
04,28,crm.aiHub.sms.messagePlaceholder,メッセージを入力…,crm,1,
04,29,crm.aiHub.sms.tplBody,メッセージ本文,crm,1,
04,30,crm.aiHub.sms.campMessage,メッセージ（直接入力）,crm,1,
04,31,crm.email.pxl.medium,メディア,crm,1,
04,32,crm.email.ds.badgeMetrics,メトリクス定義,crm,1,
04,33,crm.email.ds.pipeMetricsCalc,メトリクス計算,crm,1,
